"rank","verdict","tier","confidence","identity_score","inspiration_mode","name","filing_date","state","industry","industry_ko","amount_offered_usd","amount_sold_usd","investors","archetype","total_score","solo_buildability","first_revenue_speed","revenue_profit_potential","korea_business_fit","global_expansion","data_workflow_moat","investment_fit_score","first_revenue_band","product_summary","product_summary_en","opportunity_origin","solo_idea","first_offer","pricing_model","target_customer","acquisition_channel","moat_to_build","korean_analog","korea_strategy","global_strategy","penalties","risk","build_window","official_url","sec_url"
"209","조건부","응용","B","65","direct","Ngentix, Inc.","2025-09-08","WA","Other Technology","기타 기술","1000000","200000","2","현장·건설·산업 운영","80","17","12","20","14","8","9","14","1~3개월","API가 변경될 때 자가 치유하고 이동하는 데이터를 이해하는 유일한 AI 기반 통합 플랫폼입니다. 커넥터는 몇 분 만에 구축되므로 유지 관리도, 팀도 필요 없습니다.","The only AI-native integration platform that self-heals when an API changes and understands the data it moves. Connectors build in minutes — no maintenance, no team.","현장 사진·완료서·견적·규정 증빙이 흩어져 청구와 공정 결정이 늦어지는 문제","작업사진·완료서·자재·견적을 청구와 규정 증빙으로 바꾸는 공종 하나의 도구","한 현장의 사진·작업일보를 기성·청구 증빙으로 변환하는 4주 유료 파일럿","업체당 월 70만~350만원 + 현장 수 + 초기 문서설정비","전문건설사·설비사·정비업체의 현장소장과 공무·청구 담당자","공종 협회, 세무·ERP·장비 파트너, 현장 사례 기반 직접 영업","공종별 문서·사진 판정, 청구 결과, 현장 시스템 연동과 예외 규칙","건설 공무·적산·견적 자동화가 인접하므로 전 공종 ERP보다 작업→청구 흐름에 집중","카카오톡 사진·HWP·세금계산서·공종 용어를 연결해 작업 완료→청구 한 공종으로 제한","한국 공종에서 검증한 뒤 일본·호주의 유사 현장 문서와 청구 흐름으로 확장","범용 플랫폼 전체가 아니라 한 업무와 한 구매자만 선택","범용 플랫폼 전체가 아니라 한 업무와 한 구매자만 선택","8~12주 또는 파트너","https://ngentix.ai/","https://www.sec.gov/Archives/edgar/data/2084350/000208435025000001/0002084350-25-000001-index.html"
"210","조건부","응용","B","65","direct","Dhitantra, Inc.","2026-05-22","MA","Other Technology","기타 기술","500000","225000","5","법률·전문서비스 운영","80","19","11","19","13","9","9","16","3~6개월+","인도의 법률 운영 시스템 - 시민을 위해 구축되고 법률 전문가의 신뢰를 받으며 기업을 위해 설계되었습니다.","The Legal Operating System for India - built for citizens, trusted by legal professionals, and designed for enterprises.","전문가가 사건 접수·자료 회수·문서 검수·기한·청구를 수작업하는 문제","사건 접수·자료회수·증거 타임라인·문서 품질검사·청구 가능 활동 포착 중 하나를 자동화","과거 사건 20건에서 누락 자료·기한·청구 가능 시간을 찾아주는 유료 업무감사","사용자당 월 15만~60만원 + 구축비 또는 복원매출 수수료","로펌·노무·특허·세무·손해사정 사무소 대표와 사건 운영자","전문가 협회·교육·서식 파트너와 복원매출 사례 기반 직접 영업","한국 문서·업무 템플릿, 전문가 수정 이력, 사건·청구 결과 라벨","리걸 AI 경쟁이 강하므로 사건 운영과 청구 가능한 활동 포착 같은 좁은 흐름이 필요","범용 법률답변보다 HWP 문서 QA·자료회수·기한·청구 누수에 집중하고 전문가 승인을 유지","한국 전문서비스에서 검증한 뒤 일본과 영문권 문서·청구 워크플로로 확장","대기업·공공 조달과 보안심사로 첫 매출이 느릴 수 있음 | 범용 플랫폼 전체가 아니라 한 업무와 한 구매자만 선택","대기업·공공 조달과 보안심사로 첫 매출이 느릴 수 있음","6~8주 MVP","https://www.dhitantra.ai/","https://www.sec.gov/Archives/edgar/data/2133887/000213388726000001/0002133887-26-000001-index.html"
"211","조건부","응용","B","70","direct","Impart Security Inc.","2025-05-22","CA","Other Technology","기타 기술","11999997","10989047","5","보안·AI 거버넌스","80","18","11","18","13","10","10","12","3~6개월+","통합 런타임 적용으로 AI 공격을 차단하세요. LLM, 에이전트, API 및 웹 애플리케이션에 대한 인라인 보호를 통해 몇 분 만에 제로데이 위협을 차단합니다.","Stop AI attacks with unified runtime enforcement. Block zero-day threats in minutes with inline protection for LLMs, agents, APIs, and web applications.","AI·클라우드 도구가 늘면서 권한·정책·사고·감사 증빙을 사람이 연결하기 어려운 문제","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙 한 흐름에 집중","조직의 AI 도구·에이전트를 2주간 발견하고 위험·권한·감사로그를 정리하는 유료 진단","회사당 월 100만~600만원 + 규정팩 + 감사 온보딩비","AI 에이전트를 도입한 스타트업·중견기업의 보안·개발 책임자","ISMS·보안 컨설턴트, MSP, AI 구축사와 규정 대응 콘텐츠","권한 그래프, 증빙 자동수집, 정책·사고·승인 데이터와 규정 매핑","대기업용 GRC가 존재하므로 중견·스타트업의 AI 에이전트 감사증빙에 집중","AI 기본법·ISMS용 에이전트 사용대장·승인·실행로그·감사 내보내기로 진입","한국 규정팩을 검증한 뒤 EU·싱가포르 규정팩과 데이터 처리 옵션을 추가","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://www.impart.ai/","https://www.sec.gov/Archives/edgar/data/1897224/000189722425000001/0001897224-25-000001-index.html"
"212","조건부","응용","B","65","direct","Runsybil Corp.","2026-04-03","CA","Other Technology","기타 기술","30000000","29999979","5","보안·AI 거버넌스","80","18","11","18","13","10","10","12","3~6개월+","RunSybil은 자율 공격 보안 솔루션입니다. 침해가 발생하기 전에 악용 가능한 취약점을 찾아내고, 노이즈를 제거하고, 전사적 규모로 해결하세요.","RunSybil is an autonomous offensive security solution. Find exploitable vulnerabilities before a breach, eliminate noise, and remediate at enterprise scale.","AI·클라우드 도구가 늘면서 권한·정책·사고·감사 증빙을 사람이 연결하기 어려운 문제","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙 한 흐름에 집중","조직의 AI 도구·에이전트를 2주간 발견하고 위험·권한·감사로그를 정리하는 유료 진단","회사당 월 100만~600만원 + 규정팩 + 감사 온보딩비","AI 에이전트를 도입한 스타트업·중견기업의 보안·개발 책임자","ISMS·보안 컨설턴트, MSP, AI 구축사와 규정 대응 콘텐츠","권한 그래프, 증빙 자동수집, 정책·사고·승인 데이터와 규정 매핑","대기업용 GRC가 존재하므로 중견·스타트업의 AI 에이전트 감사증빙에 집중","AI 기본법·ISMS용 에이전트 사용대장·승인·실행로그·감사 내보내기로 진입","한국 규정팩을 검증한 뒤 EU·싱가포르 규정팩과 데이터 처리 옵션을 추가","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://www.runsybil.com/","https://www.sec.gov/Archives/edgar/data/2113497/000211349726000001/0002113497-26-000001-index.html"
"213","조건부","응용","B","65","direct","Arcjet Labs, Inc.","2025-05-16","CA","Other Technology","기타 기술","8649992","8509993","7","보안·AI 거버넌스","80","18","11","18","13","10","10","12","3~6개월+","Arcjet은 코드와 함께 제공되는 런타임 보안 플랫폼입니다. Arcjet의 AI 보안 빌딩 블록을 사용하여 예산을 집행하고, 즉각적인 주입을 중지하고, 봇을 탐지하고, 개인 정보를 보호하세요.","Arcjet is the runtime security platform that ships with your code. Enforce budgets, stop prompt injection, detect bots, and protect personal information with Arcjet s AI security building blocks.","AI·클라우드 도구가 늘면서 권한·정책·사고·감사 증빙을 사람이 연결하기 어려운 문제","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙 한 흐름에 집중","조직의 AI 도구·에이전트를 2주간 발견하고 위험·권한·감사로그를 정리하는 유료 진단","회사당 월 100만~600만원 + 규정팩 + 감사 온보딩비","AI 에이전트를 도입한 스타트업·중견기업의 보안·개발 책임자","ISMS·보안 컨설턴트, MSP, AI 구축사와 규정 대응 콘텐츠","권한 그래프, 증빙 자동수집, 정책·사고·승인 데이터와 규정 매핑","대기업용 GRC가 존재하므로 중견·스타트업의 AI 에이전트 감사증빙에 집중","AI 기본법·ISMS용 에이전트 사용대장·승인·실행로그·감사 내보내기로 진입","한국 규정팩을 검증한 뒤 EU·싱가포르 규정팩과 데이터 처리 옵션을 추가","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://arcjet.com/","https://www.sec.gov/Archives/edgar/data/1980776/000198077625000002/0001980776-25-000002-index.html"
"214","조건부","응용","B","65","direct","WunderGraph, Inc.","2025-02-12","FL","Other Technology","기타 기술","7500000","7500000","4","보안·AI 거버넌스","80","18","11","18","13","10","10","12","3~6개월+","종속성 없이 거버넌스로 슈퍼그래프를 구축하고 실행하세요. WunderGraph Cosmo는 첫 번째 하위 그래프부터 수천 개의 일일 작업까지 확장하는 팀을 위한 오픈 소스 엔터프라이즈 지원 플랫폼입니다.","Build and run your supergraph with governance and no lock-in. WunderGraph Cosmo is the open-source, enterprise-ready platform for teams scaling from the first subgraph to thousands of daily operations.","AI·클라우드 도구가 늘면서 권한·정책·사고·감사 증빙을 사람이 연결하기 어려운 문제","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙 한 흐름에 집중","조직의 AI 도구·에이전트를 2주간 발견하고 위험·권한·감사로그를 정리하는 유료 진단","회사당 월 100만~600만원 + 규정팩 + 감사 온보딩비","AI 에이전트를 도입한 스타트업·중견기업의 보안·개발 책임자","ISMS·보안 컨설턴트, MSP, AI 구축사와 규정 대응 콘텐츠","권한 그래프, 증빙 자동수집, 정책·사고·승인 데이터와 규정 매핑","대기업용 GRC가 존재하므로 중견·스타트업의 AI 에이전트 감사증빙에 집중","AI 기본법·ISMS용 에이전트 사용대장·승인·실행로그·감사 내보내기로 진입","한국 규정팩을 검증한 뒤 EU·싱가포르 규정팩과 데이터 처리 옵션을 추가","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://wundergraph.com/","https://www.sec.gov/Archives/edgar/data/2056007/000205600725000001/0002056007-25-000001-index.html"
"215","조건부","응용","B","65","direct","Enclave AI Inc.","2026-04-14","DE","Computers","컴퓨터","6500000","5910000","20","보안·AI 거버넌스","80","18","11","18","13","10","10","14","3~6개월+","Enclave는 클라우드 및 코드에 대한 에이전트 보안 연구원입니다. 코드와 클라우드를 샅샅이 조사하여 제로데이부터 새로운 CVE까지 다른 사람들이 놓친 내용을 찾은 다음 실제로 악용 가능한 것이 무엇인지 증명하여 팀에서 중요한 사항을 수정할 수 있도록 합니다.","Enclave is an agentic security researcher for cloud and code. It digs through your code and cloud to find what others miss, from zero-days to new CVEs, then proves what s actually exploitable so your team remediates what matters.","AI·클라우드 도구가 늘면서 권한·정책·사고·감사 증빙을 사람이 연결하기 어려운 문제","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙 한 흐름에 집중","조직의 AI 도구·에이전트를 2주간 발견하고 위험·권한·감사로그를 정리하는 유료 진단","회사당 월 100만~600만원 + 규정팩 + 감사 온보딩비","AI 에이전트를 도입한 스타트업·중견기업의 보안·개발 책임자","ISMS·보안 컨설턴트, MSP, AI 구축사와 규정 대응 콘텐츠","권한 그래프, 증빙 자동수집, 정책·사고·승인 데이터와 규정 매핑","대기업용 GRC가 존재하므로 중견·스타트업의 AI 에이전트 감사증빙에 집중","AI 기본법·ISMS용 에이전트 사용대장·승인·실행로그·감사 내보내기로 진입","한국 규정팩을 검증한 뒤 EU·싱가포르 규정팩과 데이터 처리 옵션을 추가","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://enclave.ai/","https://www.sec.gov/Archives/edgar/data/2123873/000121390026043549/0001213900-26-043549-index.html"
"216","조건부","응용","B","65","direct","Adronite, Inc.","2026-04-27","WA","Other Technology","기타 기술","3400000","3400000","5","보안·AI 거버넌스","80","18","11","18","13","10","10","16","3~6개월+","기술 부채를 제거하세요. 자신있게 코딩하세요. 더 빠르게 배송하세요. Aronite는 명확성, 보안 및 속도가 필요한 팀을 위한 보안 개발 플랫폼입니다.","Eliminate tech debt. Code with confidence. Ship faster. Adronite is the secure development platform for teams that need clarity, security, and speed.","AI·클라우드 도구가 늘면서 권한·정책·사고·감사 증빙을 사람이 연결하기 어려운 문제","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙 한 흐름에 집중","조직의 AI 도구·에이전트를 2주간 발견하고 위험·권한·감사로그를 정리하는 유료 진단","회사당 월 100만~600만원 + 규정팩 + 감사 온보딩비","AI 에이전트를 도입한 스타트업·중견기업의 보안·개발 책임자","ISMS·보안 컨설턴트, MSP, AI 구축사와 규정 대응 콘텐츠","권한 그래프, 증빙 자동수집, 정책·사고·승인 데이터와 규정 매핑","대기업용 GRC가 존재하므로 중견·스타트업의 AI 에이전트 감사증빙에 집중","AI 기본법·ISMS용 에이전트 사용대장·승인·실행로그·감사 내보내기로 진입","한국 규정팩을 검증한 뒤 EU·싱가포르 규정팩과 데이터 처리 옵션을 추가","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://adronite.com/","https://www.sec.gov/Archives/edgar/data/1978246/000197824626000002/0001978246-26-000002-index.html"
"217","조건부","응용","B","65","direct","FOXO TECHNOLOGIES INC.","2025-06-20","FL","Other","기타","5000000","1650000","1","보안·AI 거버넌스","80","18","11","18","13","10","10","11","3~6개월+","조정을 강화하고 환자 상호 작용을 간소화하며 업계 표준 준수를 보장하는 안전한 AI 기반 플랫폼인 Foxo Intelligence를 기반으로 하는 Foxo를 통해 의료 커뮤니케이션을 혁신하세요.","Transform healthcare communication with Foxo, now powered by Foxo Intelligence, a secure, AI-driven platform that enhances coordination, streamlines patient interactions, and ensures compliance with industry standards.","AI·클라우드 도구가 늘면서 권한·정책·사고·감사 증빙을 사람이 연결하기 어려운 문제","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙 한 흐름에 집중","조직의 AI 도구·에이전트를 2주간 발견하고 위험·권한·감사로그를 정리하는 유료 진단","회사당 월 100만~600만원 + 규정팩 + 감사 온보딩비","AI 에이전트를 도입한 스타트업·중견기업의 보안·개발 책임자","ISMS·보안 컨설턴트, MSP, AI 구축사와 규정 대응 콘텐츠","권한 그래프, 증빙 자동수집, 정책·사고·승인 데이터와 규정 매핑","대기업용 GRC가 존재하므로 중견·스타트업의 AI 에이전트 감사증빙에 집중","AI 기본법·ISMS용 에이전트 사용대장·승인·실행로그·감사 내보내기로 진입","한국 규정팩을 검증한 뒤 EU·싱가포르 규정팩과 데이터 처리 옵션을 추가","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://foxo.com/","https://www.sec.gov/Archives/edgar/data/1812360/000155399725000019/0001553997-25-000019-index.html"
"218","조건부","응용","B","65","direct","Parthion, LLC","2026-05-05","NJ","Other Technology","기타 기술","1000000","300000","2","보안·AI 거버넌스","80","18","11","18","13","10","10","16","3~6개월+","Parthion은 K-12 교육구가 학생의 위험을 조기에 식별하고 개입을 추적하며 IDEA 준수를 보장할 수 있도록 지원하는 전 아동 MTSS 플랫폼이자 IEP 소프트웨어입니다.","Parthion is the whole-child MTSS platform and IEP software that equips K-12 districts to identify student risk early, track interventions, and ensure IDEA compliance.","AI·클라우드 도구가 늘면서 권한·정책·사고·감사 증빙을 사람이 연결하기 어려운 문제","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙 한 흐름에 집중","조직의 AI 도구·에이전트를 2주간 발견하고 위험·권한·감사로그를 정리하는 유료 진단","회사당 월 100만~600만원 + 규정팩 + 감사 온보딩비","AI 에이전트를 도입한 스타트업·중견기업의 보안·개발 책임자","ISMS·보안 컨설턴트, MSP, AI 구축사와 규정 대응 콘텐츠","권한 그래프, 증빙 자동수집, 정책·사고·승인 데이터와 규정 매핑","대기업용 GRC가 존재하므로 중견·스타트업의 AI 에이전트 감사증빙에 집중","AI 기본법·ISMS용 에이전트 사용대장·승인·실행로그·감사 내보내기로 진입","한국 규정팩을 검증한 뒤 EU·싱가포르 규정팩과 데이터 처리 옵션을 추가","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://parthion.io/","https://www.sec.gov/Archives/edgar/data/2130818/000213081826000001/0002130818-26-000001-index.html"
"219","조건부","응용","B","65","direct","Auditocity, Inc.","2025-04-01","AL","Other Technology","기타 기술","875000","100000","1","보안·AI 거버넌스","80","18","11","18","13","10","10","11","3~6개월+","Auditocity는 모든 규모의 조직이 14,000개 이상의 질문, 자동화된 조사 결과 보고서 및 업계에 맞춤화된 맞춤형 감사를 통해 HR 규정 준수를 마스터하도록 돕습니다.","Auditocity helps organizations of any size master HR compliance with 14,000+ questions, automated findings reports, and custom-built audits tailored to your industry.","AI·클라우드 도구가 늘면서 권한·정책·사고·감사 증빙을 사람이 연결하기 어려운 문제","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙 한 흐름에 집중","조직의 AI 도구·에이전트를 2주간 발견하고 위험·권한·감사로그를 정리하는 유료 진단","회사당 월 100만~600만원 + 규정팩 + 감사 온보딩비","AI 에이전트를 도입한 스타트업·중견기업의 보안·개발 책임자","ISMS·보안 컨설턴트, MSP, AI 구축사와 규정 대응 콘텐츠","권한 그래프, 증빙 자동수집, 정책·사고·승인 데이터와 규정 매핑","대기업용 GRC가 존재하므로 중견·스타트업의 AI 에이전트 감사증빙에 집중","AI 기본법·ISMS용 에이전트 사용대장·승인·실행로그·감사 내보내기로 진입","한국 규정팩을 검증한 뒤 EU·싱가포르 규정팩과 데이터 처리 옵션을 추가","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://auditocity.com/","https://www.sec.gov/Archives/edgar/data/1989709/000198970925000003/0001989709-25-000003-index.html"
"220","조건부","응용","B","65","direct","CUUB, Inc.","2026-02-02","IL","Other Technology","기타 기술","","35000","6","보안·AI 거버넌스","80","18","11","18","13","10","10","8","3~6개월+","AI의 CUUB.ai로 기업 콘텐츠를 보호하세요. 지능형 암호화, 정확한 부조종사 및 에이전트 액세스 관리, 원활한 엔터프라이즈 통합 및 GDPR 준수 거버넌스입니다.","Safeguard enterprise content with CUUB.ai from AI. Intelligent encryption, precise copilot and agent access management, seamless enterprise integrations, and GDPR-compliant governance.","AI·클라우드 도구가 늘면서 권한·정책·사고·감사 증빙을 사람이 연결하기 어려운 문제","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙 한 흐름에 집중","조직의 AI 도구·에이전트를 2주간 발견하고 위험·권한·감사로그를 정리하는 유료 진단","회사당 월 100만~600만원 + 규정팩 + 감사 온보딩비","AI 에이전트를 도입한 스타트업·중견기업의 보안·개발 책임자","ISMS·보안 컨설턴트, MSP, AI 구축사와 규정 대응 콘텐츠","권한 그래프, 증빙 자동수집, 정책·사고·승인 데이터와 규정 매핑","대기업용 GRC가 존재하므로 중견·스타트업의 AI 에이전트 감사증빙에 집중","AI 기본법·ISMS용 에이전트 사용대장·승인·실행로그·감사 내보내기로 진입","한국 규정팩을 검증한 뒤 EU·싱가포르 규정팩과 데이터 처리 옵션을 추가","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://www.cuub.ai/","https://www.sec.gov/Archives/edgar/data/2108701/000210870126000001/0002108701-26-000001-index.html"
"221","조건부","응용","A","87","adjacent","Applied Learning Lab LLC","2026-01-28","CA","Other","기타","56000","56000","3","인력·교육·온보딩","79","20","17","14","13","8","7","11","30일","모두를 위한 학습 우리의 전문가 팀은 교육자와 협력하여 K-12 환경에서 교육 및 학습을 향상시키는 맞춤형 솔루션을 공동 설계합니다. 우리의 접근 방식은 연구와 실습을 결합하여 모든 솔루션이 학교 커뮤니티에 적합하고 지속 가능하도록 보장합니다. 우리가 하는 일 커리큘럼 ]","Learning for ALL Our team of experts partners with educators to co-design tailored solutions that enhance teaching and learning in K–12 settings. Our approach combines research with practice, ensuring every solution is relevant and sustainable for your school community. What We Do Curriculum ]","채용·교육·온보딩이 문서 전달에 머물러 실제 업무 수행과 규정 이수를 측정하기 어려운 문제","한 직군의 실제 업무 문서로 온보딩·역할별 코칭·이수·업무수행 증빙을 자동화","신규직원 한 역할의 문서·상황 20개를 평가형 온보딩으로 바꾸는 유료 제작 파일럿","사용자당 월 2만~10만원 + 콘텐츠 구축비 200만~1,000만원","현장·서비스 직군을 반복 채용하는 중소·중견기업의 인사·교육 책임자","직군 협회, HR·LMS 파트너, 교육기관과 역할별 평가 콘텐츠","직군별 평가·성과 데이터, 사내문서 연동과 실제 업무수행 결과","채용·교육 도구가 많으므로 콘텐츠 전달보다 실제 업무수행 측정에 집중","한 직군의 역할극·업무 증빙을 국내 규정과 조직 용어에 맞게 제공","한국에서 한 직군을 검증한 뒤 일본·동남아 현지 언어·규정 평가팩으로 확장","원회사는 소프트웨어 전용이 아니므로 AI 업무전환 가설을 추가 검증","원회사는 소프트웨어 전용이 아니므로 AI 업무전환 가설을 추가 검증","6~8주 MVP","https://appliedlearninglab.com/","https://www.sec.gov/Archives/edgar/data/2107693/000210769326000001/0002107693-26-000001-index.html"
"222","조건부","응용","B","70","direct","Kilele Health Inc.","2025-10-01","OH","Biotechnology","바이오테크","2000000","264500","3","기타 수직 운영","79","18","16","18","12","8","7","14","1~3개월","Kilele Health는 맞춤형 질병 관리를 강화하고 의료 결과를 개선하기 위해 실시간 생화학 데이터를 제공하는 혁신적인 플랫폼인 SunVida™를 제공합니다.","Kilele Health offers SunVida™, an innovative platform providing real-time biochemical data to enhance personalized disease management and improve healthcare outcomes.","특정 업종의 문서·승인·후속조치가 범용 SaaS에 맞지 않아 엑셀과 사람에게 남는 문제","고객이 매주 반복하는 문서·승인·후속조치 한 개를 서비스형 AI 도구로 제공","반복 업무 1주를 측정하고 한 흐름을 4주간 대신 처리하는 유료 파일럿","월 40만~250만원 + 온보딩·운영 대행비","반복 문서·승인·후속조치가 많은 특정 업종의 대표와 운영 책임자","업종 협회·전문가 파트너·창업자의 직접 고객 인터뷰와 유료 파일럿","업종 템플릿, 고객 수정·완료 데이터, 업무 연동과 판매 채널","회사별 유사 사업을 다시 확인하고 범용 도구보다 좁은 업무의 완료율로 차별화","업종 전체보다 지불 의사가 높은 한 업무를 국내 문서·채널에 맞게 제공","한국에서 결과 데이터를 만든 뒤 규제와 업무가 비슷한 한 국가로 확장","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://www.kilelehealth.com/","https://www.sec.gov/Archives/edgar/data/2087187/000208718725000001/0002087187-25-000001-index.html"
"223","조건부","응용","B","65","direct","Ensemble Labs, Inc.","2025-01-10","CA","Other Technology","기타 기술","18968972","18468966","21","기타 수직 운영","79","18","16","18","12","8","7","10","1~3개월","Ensemble은 우수한 기업과 협력하여 운영을 간소화하고, 데이터를 연결하고, 확장 가능한 자동화를 배포합니다. 실용적이고 측정 가능한 AI 혁신은 오래 지속될 수 있도록 구축되었습니다.","Ensemble partners with high-performing companies to streamline operations, connect data, and deploy automation that scales. Practical, measurable AI transformation built to last.","특정 업종의 문서·승인·후속조치가 범용 SaaS에 맞지 않아 엑셀과 사람에게 남는 문제","고객이 매주 반복하는 문서·승인·후속조치 한 개를 서비스형 AI 도구로 제공","반복 업무 1주를 측정하고 한 흐름을 4주간 대신 처리하는 유료 파일럿","월 40만~250만원 + 온보딩·운영 대행비","반복 문서·승인·후속조치가 많은 특정 업종의 대표와 운영 책임자","업종 협회·전문가 파트너·창업자의 직접 고객 인터뷰와 유료 파일럿","업종 템플릿, 고객 수정·완료 데이터, 업무 연동과 판매 채널","회사별 유사 사업을 다시 확인하고 범용 도구보다 좁은 업무의 완료율로 차별화","업종 전체보다 지불 의사가 높은 한 업무를 국내 문서·채널에 맞게 제공","한국에서 결과 데이터를 만든 뒤 규제와 업무가 비슷한 한 국가로 확장","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://ensemble.ai/","https://www.sec.gov/Archives/edgar/data/1883043/000188304325000001/0001883043-25-000001-index.html"
"224","조건부","응용","B","65","direct","GameRun Inc.","2026-06-25","NY","Other Technology","기타 기술","","4520000","7","기타 수직 운영","79","18","16","18","12","8","7","16","1~3개월","GameRun은 스포츠 산업에 맞춘 수직 AI SaaS 솔루션을 제공합니다. 당사의 플랫폼은 최첨단 인공 지능과 업계 전문 지식을 결합하여 운영을 간소화하고, 선수 성과를 최적화하며, 시설 관리를 단순화합니다. GameRun은 스포츠 조직의 고유한 요구 사항을 충족하도록 설계된 확장 가능한 데이터 기반 도구를 제공합니다.","GameRun offers Vertical AI SaaS solutions tailored for the sports industry. Our platform combines cutting-edge artificial intelligence with industry expertise to streamline operations, optimize athlete performance, and simplify facility management. GameRun delivers scalable, data-driven tools designed to meet the unique needs of sports organizations.","특정 업종의 문서·승인·후속조치가 범용 SaaS에 맞지 않아 엑셀과 사람에게 남는 문제","고객이 매주 반복하는 문서·승인·후속조치 한 개를 서비스형 AI 도구로 제공","반복 업무 1주를 측정하고 한 흐름을 4주간 대신 처리하는 유료 파일럿","월 40만~250만원 + 온보딩·운영 대행비","반복 문서·승인·후속조치가 많은 특정 업종의 대표와 운영 책임자","업종 협회·전문가 파트너·창업자의 직접 고객 인터뷰와 유료 파일럿","업종 템플릿, 고객 수정·완료 데이터, 업무 연동과 판매 채널","회사별 유사 사업을 다시 확인하고 범용 도구보다 좁은 업무의 완료율로 차별화","업종 전체보다 지불 의사가 높은 한 업무를 국내 문서·채널에 맞게 제공","한국에서 결과 데이터를 만든 뒤 규제와 업무가 비슷한 한 국가로 확장","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://gamerun.ai/","https://www.sec.gov/Archives/edgar/data/2141013/000214101326000001/0002141013-26-000001-index.html"
"225","조건부","응용","B","65","direct","Visalaw Ventures, Inc.","2025-02-10","TN","Other Technology","기타 기술","1600000","1600000","8","기타 수직 운영","79","18","16","18","12","8","7","14","1~3개월","Visalaw AI는 이민 변호사가 청원서 초안을 작성하고, 변경 법률을 조사하고, RFE를 줄이는 데 도움을 주어 사건당 10시간 이상을 절약합니다. 무료 데모를 예약하세요.","Visalaw AI helps immigration lawyers draft petitions, research changing laws, and reduce RFEs — saving 10+ hours per case. Schedule a free demo.","특정 업종의 문서·승인·후속조치가 범용 SaaS에 맞지 않아 엑셀과 사람에게 남는 문제","고객이 매주 반복하는 문서·승인·후속조치 한 개를 서비스형 AI 도구로 제공","반복 업무 1주를 측정하고 한 흐름을 4주간 대신 처리하는 유료 파일럿","월 40만~250만원 + 온보딩·운영 대행비","반복 문서·승인·후속조치가 많은 특정 업종의 대표와 운영 책임자","업종 협회·전문가 파트너·창업자의 직접 고객 인터뷰와 유료 파일럿","업종 템플릿, 고객 수정·완료 데이터, 업무 연동과 판매 채널","회사별 유사 사업을 다시 확인하고 범용 도구보다 좁은 업무의 완료율로 차별화","업종 전체보다 지불 의사가 높은 한 업무를 국내 문서·채널에 맞게 제공","한국에서 결과 데이터를 만든 뒤 규제와 업무가 비슷한 한 국가로 확장","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://www.visalaw.ai/","https://www.sec.gov/Archives/edgar/data/2055610/000205582025000004/0002055820-25-000004-index.html"
